"","sentiment","comments"
"1","NEGATIVE","I can't imagine CDU voters were thinking of choosing a coalition with the Greens and the Left. This is even worse than the grand coalition, whose fruits we are currently forced to harvest."
"2","NEUTRAL","@Paco 
The fact is that about 75% of the Union supporters are strictly opposed to a coalition with the right-wing AfD. Afdlings can still beg for it.
An AFD government would be the economic and political SUPER GAU for the Federal Republic and the EU."
"3","NEGATIVE","And further will be lied and cheated. The voter's will after a change in Brandenburg was broken with this coalition. Thank you Mr W. then your days are counted."
"4","NEGATIVE","@ Icke
“And further is lied and deceived. The voter's will after a change in Brandenburg was broken with this coalition.”
Nope. All three coalition parties excluded cooperation with the right-wing AfD before the election and were elected to the Landtag. 
AFD fans and their party are experiencing difficulties with democratic practices."
"5","NEGATIVE","Kenya coalition is a fraud against the serious voters of the Greens, the FDP and the Union. In the end, it can be governed, but the parties can no longer stand for their content."
"6","NEUTRAL","@Stefan G.
Nope. This corresponds to the will of voters, which did not want to give any party the absolute majority."
"7","NEUTRAL","Have fun, a government made up of political opponents, at least CDU and the other two should not blow into the same horn.

I am curious what comes out of it, something seems like a single party, even though there are many different opinions, the voter actually wants a strong government and an opposition. In the meantime, governments (see Groko) look more like that the government is already hosting an opposition and an extra opposition is still in parliament..."
"8","NEUTRAL","My condolences..."
"9","POSITIVE","Now it's getting really conservative in Brandenburg. Congratulations and good luck for the anti-AFD party. I am also really impressed by how many similarities have been found together that such a coalition can be established, of course, in the interests of the voters and in terms of content. Because I can only think of two similarities. Number 1 - they all want to be in power or remain there - but this certainly applies to all parties and is not reprehensible. Number 2 consists in the most democratic motto - we sort of slipping everything away, because it is not our positions that matter, but only to prevent the AfD. Well then - the best prerequisites for a successful government, which will lead to a further decline of the CDU and thus unintentionally strengthens the party that one would like to prevent."
"10","NEUTRAL","So a Libya coalition?"
"11","NEGATIVE","Why do you always call the coalition according to African or South American countries, I have noticed so much."
"12","NEUTRAL","Because of the congruence of the political colours with the colours of the flags of the respective countries. By the way, Jamaica does not belong entirely to South America, but is an island in the Caribbean; still north of the equator, I think."
"13","NEGATIVE","The minority party of the Greens should thank the AfD in recognition, without it it it would not be able to claim power in this comfortable situation.
In Bavaria this started backwards because of the Free Voters. The self-proclaimed election winner who rides in the yard was suddenly the biggest loser there."
"14","NEUTRAL","Och Siegfried W, do you feel well “cared for” by the media? If so, the media have achieved everything in your home."
"15","NEUTRAL","@ Uwe
Siegi still believes Agitprop."
"16","NEGATIVE","A coalition of the losers. Avanti Diletanti."
"17","POSITIVE","Well, you see, finally we made it here and the Greens are in, then everything has to get much better now. Let's wait, I'm so curious..."
"18","NEGATIVE","What did Gauland say? The AfD has only integere persons in their ranks and the Höcke stands in the middle of the party. If that is true, it is good that this party never comes into government responsibility. 
Democrats can compromise and form a government like here. The fact that everyone has to make concessions is normal that is lived democracy."
"19","NEUTRAL","If you translate Gauland's words, it means: “The party, the party, it's always right...”"
"20","NEUTRAL","A constellation in the next BT election? According to the current figures quite possible. Well, there's still a little time."
"21","NEUTRAL","It is important that the right-wing AfD is excluded from government participation."
"22","NEGATIVE","AFD fans simply have difficulties with legitimate democratic policies in politics, otherwise they would not be so frantic and groundless oubtedly."
"23","NEUTRAL","What does such exclusion have to do with legitimate democratic practices?
Much of what is happening in politics is ONLY to prevent the AfD to weaknesses or even to prevent it? What do the Greens and the SPD have in common? What do Greens and CDU have in common? 



So if it were the other way around, then it would be perfectly okay for you?! 

Pah... Who believes..."
"24","NEGATIVE","The scaffolding of the so-called Democrats is becoming more and more shaky, and a fourth rotten branch will soon have to hold the scaffolding."
"25","NEUTRAL","Nope. No democratic party is dependent on the ideologically rotten AfD."
"26","NEUTRAL","Irony of history: that's what the AFD voters now have. Greens in government. He's got something."
"27","NEUTRAL","In my view, the CDU is no longer selectable, since it is now a left-wing party. Fortunately, there is an alternative!"
"28","NEUTRAL","@Siegfried W.
“That's right. There are democratic parties as alternatives to the CDU. The non-alternative AfD is excluded from this.”

And even if you write it so often, it will not and will not be more correct."
"29","NEUTRAL","And that's how it will be full of Kenya."
"30","NEGATIVE","Whether the Brandenburg voters wanted that way is questionable 🤔"
"31","NEUTRAL","But he chose this way"
"32","NEUTRAL","Well, I do. Banana Land..."
"33","POSITIVE","That's great. A new government coalition will do Brandenburg well. Just like in Saxony, if there was a Kenya coalition there. But most importantly, in the end, the Greens will be involved in all state governments after the three state elections in the East. And that there is nothing left for the AFD but the opposition bank completely right-wing. Fragrance and happiness."
"34","POSITIVE","I like optimists."
"35","NEUTRAL","the cdu had in baden württemberg times the absolute majority,
now you stand at 27%, in the last election you have lost another 12%!
you can see the collaboration with the green is going well!
but not for the cdu!"
"36","NEGATIVE","the bad thing is that the afd won't come to the government as the big election winner. But the voter wanted that exactly. Democracy has failed in this country."
"37","NEGATIVE","And that is what is called the voter will? The losers are getting together and this is called democracy!"
"38","NEUTRAL","@Daniel 
Of course, the Kenya coalition reflects the “voter will”. The parties from the Democratic spectrum, i.e. the SPD, the CDU and the GREEN, clearly put the cards on the table before the election, not to coalise with the right-wing AfD."
"39","NEUTRAL","We already have the finished model for the federal government under a chancellor Habeck. I see this as a farewell gift from A.M. to her party."
"40","NEUTRAL","Sure, Chancellor Kurz will launch the black-green prototype in Austria. This must please the many who wish Kurz as Chancellor in Germany as well."
"41","NEUTRAL","It's democracy. It is necessary to understand in the East that in almost all the federal states in the East, the losers are now working together to govern. The elections were almost as pointless as 30 years ago."
"42","NEUTRAL","First of all, it is important to understand in the East that the majority of voters has no interest in the government of the right-wing AfD."
"43","NEUTRAL","So continue profileless “keep going”? When are elections again?"
"44","POSITIVE","“So continue profileless “keep going”?”
Yeah, yeah.
Germany is quite successful.
So “Keep it up”"
"45","NEUTRAL","CDU and Greens again in a coalition, where CDU and Greens could not be more different. But what once again shows how far the CDU under Mrs. Merkel has already moved to the left and/or has taken over green topics. Because before the Merkel era, no one in the CDU would have wasted even a thought of a coalition with the Greens.

Well, if at some point the CDU should ask itself why one went the same way as the SPD, namely the way down, while the AfD slowly but steadily continued to increase, just look with whom one went into the coalition bed to stay in power and/or come to power.

For true conservatives, including CDU voters before and during the Merkel era, the green party consisting of patrons, forbids, teachers, etc., is and remains an absolute no go."
"46","NEGATIVE","A large part of the German population prefers alliances between black-green, precisely because some movement would finally come into politics. The AfD has reached its zenith because these everlasting yesterday simply do not have meaningful concepts."
"47","NEUTRAL","Another federal state with “B” which goes down the stream is still missing Bavaria and Baden-Württemberg."
"48","POSITIVE","Baden-Württemberg is not going down the drain.
They have a good MP.
One of the Greens.
But I'm sure you already knew that."
"49","POSITIVE","Welcome to standstill. Greetings from Saxony Anhalt!"
"50","POSITIVE","This is consolidation at a high level.
Still better than a backward.
With greeting from Lower Saxony."
"51","POSITIVE","still better than red red"
"52","NEUTRAL","At some point this has been greener, it will take time at the latest when the CDU gets even fewer votes."
"53","NEGATIVE","AfD, calbitz, coalition... can't!"
"54","NEUTRAL","Isn't Kalbitz the right twin of Mr. Höcke?"
"55","NEUTRAL","“Previously, social and Christian Democrats had already voted for the Kenyan alliance. “

It's okay.
That's where three democratic parties have found themselves."
"56","NEUTRAL","Sure, were also democratically elected."
"57","NEUTRAL","For access to power, some do almost everything...
But it was clear even before the elections...!"
"58","NEUTRAL","“But it was clear even before the elections...!”

It's good if you do what you promise before the election."
"59","NEUTRAL","This nationalization of coalition colors is really a borderline colonization."
"60","NEUTRAL","Right, but on the other hand, we have “The Team”."
"61","NEGATIVE","The term Kenya coalition is wrong because the flag of Kenya still contains white, which is obviously missing.
Afghanisatn coalition is more accurate in every respect!"
"62","NEGATIVE","Perhaps White stands for the policy of the new coalition. 
White, like a blank sheet of paper."
"63","NEUTRAL","The SPD in Brandenburg will be surprised. Woidke is a very sympathetic person, but in this constellation it will be difficult to get through anything."
"64","NEGATIVE","Just keep going. 
But don't flening around when one day the AFD increases in percentages."
"65","NEUTRAL","@Michael R.
“Just keep going. “
Of course, go on like this! 
Because it does not correspond to the absolute and politically reasonable majority will to cooperate or coalise with the legal AfD."
"66","NEGATIVE","unlike plakafarben, you can no longer distinguish the porridge!
the us security advisor kissinger once said, “if everyone is allied with everyone, then nobody is allied with anybody” because then everything becomes arbitrary!
and so it is, our policy has become arbitrary!"
