"","sentiment","comments"
"1","NEUTRAL","World author Tim Röhn wrote down why he feels with the refugees — and why the borders have to be closed. An excerpt:

“If not, then things have to change quickly, then things have to be called by name: those who have the necessary money, and the strong — they make it to us. But these are not the ones who suffer the most.

In addition, asylum centres at the EU's external borders should be set up promptly, where asylum applications are already thoroughly pre-examined. In addition to combating the causes of escape, there is finally a need for more legal routes to Europe. If we better control who comes to us, then we can much more help those who actually need help. People forget at the gates of the continent — this must not happen.”

You can read the entire article here:
https://www.welt.de/debatte/plus180303378/Migrationskrise-Ich-fuehle-mit-den-Fluechtlingen-deswegen-schliesst-endlich-die-Grenzen.html"
"2","NEUTRAL","There have always been economic refugees, migration consists only to a small extent of direct fleeing war, in essence people flee from economic distress or because of the oppression by a totalitarian system. The US almost certainly consists of such people.
What do we learn from this? If we really want to reduce migration, then we must help countries to control their economies, that is, we must put pressure on political leadership, in which there is only economic aid if the aid is implemented in education and basic economies, so that the economy in the population develops. and as a result everyone gets work. The underdeveloped areas cannot start with high-tech, but simple work is needed. Then people do not push into the cities and form slums, but develop the country from below and form a basis for a stable economy.
The next effect is that the growth of the population is diminishing and entails a huge step towards reducing the growth of energy consumption and thus increasing CO2.
After all, if these people want to achieve our prosperity and energy consumption, then we have to limit our comfort enormously."
"3","NEUTRAL","Today's message: https://www.welt.de/regionales/nrw/article203330038/Schwarzfahrer-mit-fuenf-Identitaeten-verletzt-Polizisten.html?wtrid=kooperation.reco.taboola.free.welt.desktop

Wanted to write “We can do this”, but again there was no comment field."
"4","POSITIVE","This excellent series documents the failure of the Federal Government and the Federal Chancellor. In fact, even more so, the failure of the political system in Germany, including public media, associations and NGOs. What is astonishing is that, despite this fact, Mrs Merkel and her government are still in office. And it is also surprising that the majority of the population in Germany still do not want to take note of this failure. Obviously, the collective delusion that Germany can save the world through self-abandonment or overstrain and at the same time wash itself away from historical guilt is too tempting, or the fear of being placed in the far-right camp. But on the day that one is exposed as a big fraud and the other as a clumsy diversion, no one wants to have been. And by the way, despite these morally driven misdevelopments with massive consequences for Germany, the situation in the countries of origin of migrants has not improved any further. Say, there's more."
"5","POSITIVE","Excellent, ideology-free documentation by an outstanding journalist. Information, careful research rather than “attitude”. Thank you very much, Stefan Aust."
"6","POSITIVE","Dear Mr. Aust, dear Mr. Büchel,

Thank you very much for this informative series. There's a lot of work in it.

This brings me directly to the subject: our politicians are making it too easy as they are putting more and more on us. The chaos also had an impact on my work and I wish to return to normal. I do a lot for refugees, and for some I can understand why they are here. However, her behavior is very annoying to me. That someone really fits in our country, with our mentality is very rare. It's more like we have to adapt to them, and it costs energy that you actually need for other things.

The moment Merkel said to Anne Will, “And now I may want to make it clear again that it is not in my power, it is not at all in the power of any person from Germany, how many people come to us”, shocked me.

To me, it sounds like we're being totally foreigned, having no influence, everything doesn't matter. The situation is depressing me. This chancellor is pointing infinitely, and I can't see her anymore. She's lying in the country like lead. 

At first I was still active, helped in the AfD. But like many others, I retired again, because the hostility against the AfD became worse and this was even more annoying. You don't really have the opportunity to get involved. You eat it in yourself.

It's only recently that I've seen people just talk about the subject. People are very upset and many are going to choose the AfD next time. There fall terms such as “party dictatorship”. People I had assigned to the welcome faction turned their mind completely. That's the only thing that gives me hope right now."
"7","NEGATIVE","The main cause of escape is the smuggers, and organised crime behind it. Finally, we need a consistent fight against the smugglers and those lawbreakers who cooperate with them."
"8","NEGATIVE","When I read the article, it seems like a bad dream to me. The fact that our government made such unspeakable decisions and then even if the error remained on track will not only leave me a lasting loss of confidence. At some point, the realization prevailed that everything was actually wanted. Just why? The answer is simple and still a catatverse.
In 2011, the German government's demographic report stated that Germany needs a net migration of 400000 migrants every year to keep the number of army personnel at the current level. The following is the sentence: immigration of skilled workers of this magnitude cannot be obtained. 
The Bundesbank has calculated what will become of the German economy without immigration and came to the conclusion that the qualification of the little educated and the costs resulting from immigration into social systems are more favourable than a decline in economic power due to a lack of labour. So we can choose between bad luck or cholera."
"9","NEGATIVE","This reportage and the book “Die Drierten” by Robin Alexander show the unimaginable irresponsible action or non-action of Mrs. Merkel and her black-red government apparatus. Many have paid for this with your life. How hypocritical is the insulting of the AFD in the Bundestag and the whining and complaining that the AFD received about 25% of the votes in the last state elections. I, too, find it intolerable that a Mr Höcke celebrates such successes with his extreme right-wing attitude - but the fault is personally borne by Mrs Merkel and your ministers. She seems to me like a car driver who has driven her car against the wall at full throttle, despite many warning signs and hints - and now insults the brake pedal in loud anger attacks, which she did not want to step on as a responsible driver."
"10","NEUTRAL","There is also a summary:
The conservative French newspaper Le Figaro commented [2017] on the responsibility of the Chancellor for the success of the AfD:
“Your new victory even has a bitter taste. The chancellor's place in the history books is stained by the historical result of the AfD populists. Their migration policy, coupled with the alliance with the SPD, has given this result to the extreme right (...). “Mummy” has become the “mother of the AFD”. “
Source: Tagesspiegel"
"11","NEUTRAL","One wonders why certain politicians are still in their offices and not long ago in prison, as oath breakers."
"12","NEUTRAL","A few days ago, Norway announced that it would no longer support its migrants financially. It's already worked, the numbers are falling.
The problem can be solved so easily. 

But there must be very bad Nazis in Oslo at the government"
"13","NEGATIVE","Another Germany... 

Not my Germany!"
"14","NEUTRAL","Germany is abolishing itself. Whether consciously or unconsciously. The END result does not matter."
"15","NEGATIVE","Germany has not yet managed to cope with the consequences of this massive immigration - far too long waiting times for asylum procedures, procrastination and x possibilities for objection (it has developed its own “professional division” or NGO platform), hundreds of thousands of rejected asylum seekers remain in Germany - without consequences, massive immigration into social systems, further strengthening of already overpresent parallel societies, increase in crime, gang clans,...! And the bad thing about it is that there are still political parties (left and left Greens) who want to further promote this political-social madness! Merkel and the majority of the CDU have not yet understood this and continue to open the gates! Unbelievable and incapable, in short!"
"16","NEGATIVE","A chronicle whose reading is difficult and leaves a very oppressive feeling. What will later historians write about this delusion that has invaded this country and large parts of its inhabitants?"
