"","sentiment","comments"
"1","POSITIVE","Na, dear AKK, under Mrs. Merkel and her defense ministers to UVDL/ Suder/ Tauber, it seemed almost no matter what will happen with NATO!! Because NATO lived on the fact that its member countries provide troop associations. Especially, as big nations as the FRG, with its economic power and 80 million inhabitants in their backs! Germany, could easily afford a higher deed. 55-60 billion euros, maximum. The federal government has again made billions of surpluses. And before I invent a more meaningless building child benefit, I would have put a large part of the money in the Bundeswehr. The former Bundeswehr has been miserably positioned and the European NATO member states have also severely dismantled their armed forces. Just not as radical as it happened under Mrs. Merkel. See Realignment Plans, the last one in 2011. BW's troops were 300,000 in 2000, and at times under Mrs. Merkel's leadership it was under 180,000. The number of the BIG device was capped, (not even 2 tank divisions could be fully equipped, with the few working Leo II tanks, 244 there were. There were 2,500 leopards). Everything or much should be privatized. See former State Secretary Suder (FDP) and a non-content CDU/CSU who participated in the crushing course. This Bundeswehr needs to grow urgently, not as big as it was in the summer of 89, but, at least, you should reach the force of France and Great Britain!!"
"2","NEUTRAL","“This Bundeswehr needs to grow urgently,”
Where do they get the recruits? There is hardly enough to keep the current strength."
"3","NEUTRAL","Do I alone have the impression that this woman has the ability to say as little as possible with as many words as possible? While this ability may be conducive to a career in politics, it is also the opposite of style. 

In such overwhelming vocabulary, I usually turn off in the first third of the text. 

@ Welt: how about a summary with such a bun?"
"4","NEGATIVE","“It is not a matter of survey values now, but of the concrete results that we achieved at the end of the parliamentary term.”
Fake news! That's not true. Politicians are always concerned with the survey values. That's what they measure each week."
"5","NEUTRAL","With the strengthening of NATO, Mrs AKK is doing much more for the cohesion of the EU states than Mr Macron seems to be aware of. The security concerns of our friends in Poland, the Baltic States and the Czech Republic and their fear of Russia must be taken seriously. An EU army under France's graces will speed up the conflict. Not to mention who wants to join this alliance at all."
"6","NEUTRAL","@Wolfgang J.
AKK strengthens NATO for the time being only by words, not by deeds. A strong BW with the ability to defend its territory efficiently, effectively and sustainably would be a reinforcement of NATO implemented."
"7","NEUTRAL","Akk cannot make it right to everyone party leader and Minister of Defence at two weddings, but that must be put aside when the Bundeswehr is a priority for them and their comrades see it differently, you are already in the tide."
"8","POSITIVE","So here AKK raises more questions than she asked. First, why does she come up with the clarifications of her opinion (!) not early, maybe the members have a different perspective? Secondly, since when does a democratic party have a boss or boss? She is the chairman of 400,000 formally like-minded people! Their task is first to ascertain the views of the members on current problems, to collect and present information on them, then to enter into discussions, because of me already offers solutions. But on a BPT you can only agree what was discussed before. The CO2 tax had no one discussed Third, since 1945, no German government, unlike all other countries, has defined its interests. What are they? Determined by Allierte until 1990, then not married. The Chancellor, at least, her Foreign Minister, should clearly define where the “red line” exists. But that ends beteits where the ownership of each country is undisputed: at national borders."
"9","NEUTRAL","Nato is as obsolete as AKK."
"10","NEUTRAL","Yeah, that's what Putin wants."
"11","NEUTRAL","“Strong middle doesn't mean looking for only the smallest common denominator, dwarf yourself, withdraw and say: As long as I don't notice, I'm in the middle. “
But that's exactly the problem of the CDU. It has no ideas, runs programmatically after the SPD and the Greens and stands out due to incompetence, breaches of law and whining.
Once upon a time, the CDU stood for an intact and functioning infrastructure, issues of general interest were a concern for it, education was filled with content and a popular pupil could read, write and count after 9 years, they knew Germany and Europe's history, had a realistic idea of their own life, adapted to the company and were used in many ways. The middle school and the high school expanded the knowledge and high school graduates were ready to study.
Today, more and more money is being put into education, only the results are sad.
The brand “Made in Germany” was once reputable and valuable.
As a citizen, you could rely on the state!
It was not argued by “middle”, “right” or “left” but by “right” or “wrong”. Politicians still had their own opinion and did not hide under the skirt of AKK or AM.
When you listen to AKK or AM, you only come to mind: She only talks and doesn't say anything."
