"","sentiment","comments"
"1","NEUTRAL","Why isn't we talking about a suspected cooperation with the United States that needed Amri's communication with Libya to bomb a terrorist camp?
In addition, Amri did not hijack the truck in Berlin, but drove over 1000 km with it from Italy to Berlin without any hassle.
Well, I'm curious if the comment is too explosive or if you bring it..."
"2","NEGATIVE","The main thing is that she's in power by 2021, no matter how. Mrs M has long been no longer interested in the protection, security and concerns of Germany. She hovers in other worlds and praises herself and her ruling in the highest tones. AM is Germany's carcinoma."
"3","NEGATIVE","The state against its own citizens...

If it weren't so sad, you'd have to laugh at it."
"4","NEUTRAL","1301of1541_16-11-2019_ 17:47 _UTC
WHERE: The decision was “at the top”. The man reliably provided information from the Islamist milieu for years. (*1)

*1: Germany, the land of the unsuspecting?

Is there a possibility that a foreign intelligence service has influenced the federal government and, consequently, subordinate authorities? 
Interestingly, a few days later, two B2 bombers launched in the United States to spend precession weapons into a 5300 miles away North African target area. Mission accomplished.

Was the danger of an attack by Anis Amri taken into account?"
"5","NEGATIVE","It reminds us of GDR and its practices more and more of GDR. Merkel has learned a lot there and has been successfully implementing it for years. Sadly, that many Westerners do not recognize this until today and Merkel is still the most popular politician. How disinformed can a person actually be?!"
"6","NEUTRAL","I am a Westerness, and I think I've been seeing the practices of AM for a long time. Unfortunately, you are right and there are far too many to see through this lady who is in the leading position."
"7","NEGATIVE","Is it about legal disparate games or about the investigation of the assassination? Why isn't the Minister de Maiziere just summoned? And if he does not appear, he is taken in bending and handcuffed. 
A U committee has the right to do so. Why is it not used?"
"8","NEUTRAL","You know each other - who wants to hurt someone - German self-image in the year of the Mistress 2019!"
"9","NEGATIVE","So it is, we were and are stopped. The survivors have the full support of the population, they start a petition, we are there. It needs to be clarified. In such a dramatic case where 12 people died. Hint tactics so unfortunately is still governed today."
"10","NEGATIVE","We all have the right to clarify the incidents! We live in a democracy, right? Is something kept under lock? Why can't people who admitted such a thing or hinder the enlightenment be held accountable?"
"11","NEUTRAL","Agree with you on almost all points. Only democracy has this country been despiced a long time ago. This was accompanied by the simultaneous interconnection of the media."
"12","NEGATIVE","The survivors have the truly sincere compassion of the citizens. What comes from politics is hypocrisy and even poorly played. An idleness is an insult that equates to a resting night on family members."
"13","NEUTRAL","Germany is firmly under the control of the Merkel system and there is only one genuine opposition party and alternative. But it will take too long for the majority to understand that."
"14","NEUTRAL","The left will be able to do it sometime 😬"
"15","NEGATIVE","This government is the absolute disaster. 
It has put us in a position in which we are completely incapable of action in far too many areas. If someone disagrees, he is discredited and you don't need to discuss any more because you can't talk to “those” as a democrat. 
It's a mourning game."
"16","NEGATIVE","Germany is like Russia or Azerbaijan or Congo... no better... completely neglecting state... 

only more coal in the system... 

but that's over when the eco communism comes."
"17","NEGATIVE","Shameful this sympathy of our...! I'll be glad when the haunts come to an end!"
"18","NEGATIVE","And then what comes, the hawk?"
"19","NEGATIVE","Probably, relatives and citizens have only learned half the truth of this inglorious story anyway. The whole thing is a scandal and again shakes my confidence in this state."
"20","POSITIVE","Thanks to the Chief of Crime. Apparently, this is the only decent among all those who have been dealing with this case from the state side so far."
"21","NEUTRAL","Mona, he probably doesn't know what he got into here - I'm curious when he cleared his desk!"
"22","NEGATIVE","Believe the “victim families” are not wrong as the truth is slowly coming to light. As always, Mr Seibert or his superiors hear the same thing.
NOTHING."
"23","NEUTRAL","The damagous inner minder will have followed only the instructions received from Chancellor and Chancellor's Minister of Office. 

After all, Article 65 can and may read that the ministers only follow the instructions from the Chancellery
quote

The Federal Chancellor determines the policy guidelines and bears responsibility for them. Within these guidelines, each Federal Minister manages his business unit independently and under his own responsibility. The federal government decides on disagreements between the federal ministers. The Federal Chancellor shall conduct his business in accordance with the rules of procedure adopted by the Federal Government and approved by the Federal President.

Then there's more
https://www.welt.de/politik/deutschland/article12712012/Die-Familie-de-Maiziere-eine-deutsche-Dynastie.html

What else will say, Faithful"
"24","NEGATIVE","Even then, people watched speechless how quickly this act of terrorism and its victims disappeared from the media and thus public perception. While our politicians, especially Mrs Merkel, immediately demonstrated their affliction and attachment in terrorist acts abroad, the survivors of their own people had to wait a year for these signs of compassion. I can't believe it. I am convinced that they intentionally wanted to keep things small, because otherwise things would have come to light that would have harmed more than one career."
"25","NEGATIVE","It's still going on. Almost a week a knife attack, optionally an axe attack and you start to get used to the barber. Here there is a loss of values, creeping, but very threatening, and no one discusses it. On the contrary, you only hear that this has always existed, you still speak of isolated cases or of right incitement."
"26","NEGATIVE","People have been killed here, families have been destroyed, and the greasy politicians cling to their power that you can only get bad. 

At least have the decency and resign out of respect! What is this also a message to young people? “You can afford everything and do not have to fear any consequences?” Great..."
"27","NEUTRAL","I mean, decency? What is it 🤔"
"28","NEGATIVE","Merkel met with the victims' families only after a year, although the state here has failed completely, I find indecent and cowardly. She must have had a very bad conscience and apparently knew more, otherwise it does not explain. This has made anger and fainting even greater among the survivors. You can make mistakes, but this indifference is bordered by betrayal, nothing else. That was also the moment when I finally turned away from this policy. On the other hand, I admire the courage of the police officers from North Rhine-Westphalia."
"29","NEUTRAL","It would be so easy to do a public hearing, for what Phoenix is for, only our politicians are being tampered by the media but are upset about the POTUS in the wide Washinton."
"30","NEGATIVE","If possible, we also look at BT sessions. The comparison with so many primary schools is not so abuding. I expressly do NOT accept any party here."
"31","NEUTRAL","After the terrorist act in Berlin, the deterrence tactics of the German government and the protection of the media were overlooked."
"32","NEUTRAL","Only yellow vests outside of Berlin help in this country.
Because in Berlin, as far as I know, people only take care of themselves.
Even if it is called the Federal Republic of Germany, it should be called the Republic of Berlin.
Because grand coalition bows red-red-green under Merkel, with all its consequences"
"33","NEUTRAL","Politics are everyone today, and everyone does not care about anyone.
Saying Voltaire, I think"
"34","NEUTRAL","The country finally needs independent prosecutors!
The German Confederation of Judges has been demanding this since 2003 and it is EU standard.
This is where Mr Steinmeier could contribute positively to Germany."
"35","NEUTRAL","Honestly, would they do the job? with Family? with threat of? where everyone can go where they live? or her way to work? I can understand why one or the other judgement is made, whether it is not that you have lost it with the government or NGO or out of fear of influential penalties 
I don't know how? 
Judgments in the name of the people with oppressed identity 
 possibly on behalf of the Chamber consisting of xy judges and on the prosecution is the prosecutor's office xy without the name of the prosecution prosecutor 
08/15 (under closing)"
"36","NEUTRAL","The errors had already begun in North Rhine-Westphalia. No one wants that to be true anymore, neither here. Interior Minister Jäger, North Rhine-Westphalia, along with Hannelore Kraft had the responsibility. Plus the Ausländerbehörde in Kleve, which made one mistake after another - instruction to the AG Ravensburg, release Amri, residence cover, warnings from Tunisia, Italy etc... I still saved everything."
"37","NEUTRAL","Do you also save? We're also druxking, with copies."
"38","NEUTRAL","As far as recalled, two of the assassins on the Bataclan in Paris with 130 dead via Greece, Serbia and Germany - thanks to the open borders - arrived in France in October 2015. 
The borders that Mrs Merkel has opened do not only affect Germany."
"39","NEUTRAL","Macrönchen doesn't seem to care, there's nothing but love between them."
"40","NEUTRAL","One wonders what is still buried in the basement in Berlin. It is time to work on the government's work over the last 16 years - interrogating all the ministers, officials and chancellors involved."
"41","NEUTRAL","if I look at what accusations the AFD has to deal with, possibly rightly, then I am in favour of a review since 1950 with the CDU and others, your statements, 
their members, their “corpses” buried in bonn and berlin"
"42","NEGATIVE","I just can't trust this federal government anymore."
"43","NEGATIVE","I wonder what about the other survivors murdered by assassins. Have they been silenced by our government? I can't imagine you're not mad at our government. After all, all these crimes would not happen if our politicians were to do their work properly and responsibly."
"44","NEUTRAL","Two years ago, the ARD was a report, “The Second Life: The Forgotten Victims of Terrorist Attacks”. It's still on yt. Take a look at these. In addition to survivors from Breitscheidplatz, survivors of attacks on German tourists abroad are also shown. 
A shocking document how disinterested the local administration is about the dead, injured and survivors."
"45","NEGATIVE","With all criticism of the inability of the government and law enforcement authorities, it should not be forgotten what was the cause."
"46","NEGATIVE","Another coffin nail in the direction of “Germany is getting away”

Songs this happens - incomprehensibly - with full consciousness...!? How can that be?"
"47","NEGATIVE","Many have already done mentally...
20% are awake, 20% benefit from the system and defend it, 60% are dull or hope for God."
"48","NEGATIVE","... the necessary and “timely” information is dismissed... and at the end of the legislature the committee of inquiry is dissolved... this government is unbearable... elects this government... the chairman of the Legal Committee of the Bundestag has also been done... just like that..."
"49","POSITIVE","We can do this!"
"50","NEGATIVE","It's kept something under the lid, nobody admits it, no one is held accountable. Because something has happened in this state that is or has been suggested to us that is not allowed or allowed to happen. Surveillance, control obversation nothing works! Where is the protection for citizens. My pity for the survivors who ask for reconnaissance and deserve to know!"
"51","NEGATIVE","For me, this means a state failure in all areas, Mrs Merkel is now back in cover!!! Nothing seen, nothing heard! Mrs Merkel is responsible for this terrorist attack that de Maizière and Mrs Merkel could have prevented these violent murders of 12 people."
"52","NEGATIVE","Unfortunately, the 12 are only the tip of the iceberg. 
Even if the opposite party likes to argue something like this, there has always been - which is true - it is not possible to deny that the decision of 2015 will increase the absolute figures. We live in the safest Germany of all time - may be the same. However, it would be even safer if 2015 had not taken place like this. 
The saddest thing about it - it can no longer be undone."
"53","NEGATIVE","Alexander F. 3 hours ago

“Believe me, this is not incompetence. This is deliberate and targeted disinformation towards a people that their own government is afraid of.”

This fear seems to be huge: 10 m wide and 2.50 m deep, filled with water, in front of the Bundestag. Cost point approx. 100 million €

Start of construction still unclear."
"54","NEGATIVE","My sincere sympathy to the relatives of the victims. This state is shameful."
"55","POSITIVE","Interior Minister Jäger and Hannelore Kraft had the responsibility. Plus the Ausländerbehörde in Kleve, which made one mistake at a time - order to release AG Ravensburg, Amri. I still saved everything."
